Compound ID,SMILES,ATSC6d,ATSC5Z,ATSC6Z,ATSC8Z,ATSC8se,ATSC5i,RPCS,Xch-3d,Mor24v,SMR_VSA9,nG12FHRing,JGI5,JGI6,JGI7,JGI8,JGI9,JGI10,GhoseFilter,measured log(solubility:mol/L)
Propetamphos,CCNP(=S)(OC)OC(=CC(=O)OC(C)C)C,-1.1979547114682252,-479.192111029949,119.39371804236676,-26.32943754565376,-0.7083665493060622,-0.5973979340188108,35.93617107816503,0.0,0.0907176222155678,0.0,0,0.037037037037037,0.0136054421768707,0.021875,0.0098765432098765,0.008,0.0,True,-3.408
nifedipine,COC(=O)C1=C(C)NC(=C(C1c2ccccc2N(=O)=O)C(=O)OC)C,-32.75175770686857,-163.70524607896166,8.983234180638176,-394.374797187669,-4.8732886014061645,-31.607022389293476,43.20523075790105,0.0,0.1280943816052578,0.0,0,0.0360576923076923,0.0233402748854643,0.0124158249158249,0.0058309037900874,0.0,0.0,True,-4.76
"2,2',4,4',6,6'-PCB",Clc1cc(Cl)c(c(Cl)c1)c2c(Cl)cc(Cl)cc2Cl,-1.5867768595041325,32.09917355371894,-518.3140495867768,-289.9504132231405,-0.9159256198347112,-3.8454760100296896,148.7569778756712,0.0,-0.1855471001134319,11.126902983393991,0,0.0214646464646464,0.0470748299319727,0.0069444444444444,0.0327538422776517,0.0,0.0,False,-8.71
brompyrazone,c1ccccc1n2ncc(N)c(Br)c2(=O),-4.119092627599243,-30.841209829867672,-256.6408317580341,-44.17769376181477,0.0287378015122869,12.718768781604394,23.55207906314982,0.0,-0.0675086520395285,5.687386274683562,0,0.0299145299145299,0.0246712018140589,0.0186631944444444,0.0204081632653061,0.0,0.0,True,-3.127
Ipazine,CCN(CC)c1nc(Cl)nc(NC(C)C)n1,-18.062283737024224,-107.64013840830452,-184.242214532872,-73.39792387543251,0.2814001332179946,19.394092763054825,22.531363253660132,0.0,-0.0311715455475076,0.0,0,0.037173202614379,0.0230903790087463,0.0208333333333333,0.0,0.0,0.0,True,-3.785
Ethyl-p-aminobenzoate,CCOC(=O)c1ccc(N)cc1,-2.672967863894139,-58.27977315689981,-25.67863894139887,6.162570888468816,0.052116574669186,-0.7229733729271899,23.11603993230286,0.0,-0.0172007186315198,0.0,0,0.0376984126984127,0.0202448979591836,0.0295138888888888,0.0,0.0,0.0,True,-2.1
1-Chloropropane,CCCCl,0.0,0.0,0.0,0.0,0.0,0.0,91.66715355004168,0.0,0.0008684705055373,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,False,-1.47
bromopropylate,CC(C)OC(=O)C(O)(c1ccc(Br)cc1)c2ccc(Br)cc2,-13.42936288088643,-58.25484764542941,156.01385041551248,134.0166204986149,0.9211152548476468,9.47355295653001,3.3527043528623093,0.0,-0.1162315587114944,0.0,0,0.0273692810457516,0.0256326530612244,0.0160984848484848,0.0208891637463065,0.0085416666666666,0.0,True,-4.93
Perfluidone,Cc1cc(ccc1NS(=O)(=O)C(F)(F)F)S(=O)(=O)c2ccccc2,4.685185185185187,-283.33024691358025,-78.09259259259258,302.9166666666667,3.5158864444444418,-49.09708680655231,0.5550928950728669,0.0,0.0525206205863277,0.0,0,0.0316584967320261,0.0194662480376766,0.0256331699346405,0.0182805632541082,0.0103125,0.0098577068274037,True,-3.8
6-aminochrysene,Nc3cc2c1ccccc1ccc2c4ccccc34,-3.216796875,-71.0,-24.0,10.0,-0.0025602499999991,-21.23973285625028,148.860185217247,0.0,0.258503493544341,0.0,0,0.0268719806763285,0.0175238095238095,0.0092592592592592,0.0080624842529604,0.0,0.0,True,-6.2
3-Chloroanisole,COc1cccc(Cl)c1,1.4765625,18.90625,-115.09375,0.0,0.0,1.0812148059431377,40.15419814178136,0.0,0.0058440109925933,5.749511833283905,0,0.03125,0.0,0.0,0.0,0.0,0.0,False,-2.78
"2,2',3,3',5,5',6,6'-PCB",Clc1cc(Cl)c(Cl)c(c1Cl)c2c(Cl)c(Cl)cc(Cl)c2Cl,-4.0,182.8429752066116,298.87603305785126,-194.21487603305783,-0.5709572231404957,-2.4949793020572857,2.4122094650302337,0.0,-0.1075753203185541,11.126902983393991,0,0.0286458333333333,0.0204081632653061,0.0123456790123456,0.0,0.0,0.0,False,-9.15
Norea,CN(C)C(=O)NC1CC2CC1C3CCCC23,-3.73961218836565,31.304709141274262,-18.914127423822706,-38.448753462603854,-0.4212211412742383,-11.026632651428056,31.682846391150157,0.0,0.1752842051770565,0.0,0,0.031765873015873,0.0317044595616024,0.0225694444444444,0.0156249999999999,0.0,0.0,True,-3.171
2-Methylbutan-2-ol,CCC(C)(C)O,0.0,66.37037037037037,0.0,0.0,0.0,8.828734570681936,46.21939977975791,0.0,-0.0916441504963284,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,False,0.15
1-Heptene,CCCCCC=C,2.3417586841689633e-16,-5.403085386509097e-15,-4.440892098500627e-15,16.666666666666664,0.0158106666666664,1.1141141342818636e-14,157.77270244747527,0.0,-0.0053332033149276,0.0,0,0.0277777777777777,0.0,0.0,0.0,0.0,0.0,False,-3.73
3-Methyl-2-pentanol,CCC(C)CCO,0.8503401360544219,11.591836734693876,0.7551020408163273,0.0,0.0,4.910547932824867,53.7229487400852,0.0,0.0182947119591914,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,False,-0.72
Pyrazon,Nc2cnn(c1ccccc1)c(=O)c2Cl,-4.119092627599244,-58.98109640831758,-104.64461247637053,-4.060491493383759,0.0024409395085061,9.443800487553473,29.14765207556808,0.0,-0.0877638900901896,5.687386274683562,0,0.0299145299145299,0.0246712018140589,0.0186631944444444,0.0204081632653061,0.0,0.0,True,-2.878
hydantoin,O=C1CNC(=O)N1,0.0,0.0,0.0,0.0,0.0,0.0,33.52324558528457,0.0,0.0700866024920123,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,False,-0.4
Niridazole,O=C1NCCN1c2ncc(s2)N(=O)=O,-6.4,-162.0,5.0,-67.5,-1.4822884649999986,-13.905627911073568,33.737200130840485,0.0,0.1484245766231638,0.0,0,0.0302222222222222,0.0270489148040168,0.0136054421768707,0.0,0.0,0.0,True,-3.22
nifuroxime,ON=Cc1ccc(o1)N(=O)=O,-0.2933333333333328,-34.888888888888886,-8.333333333333336,-23.11111111111111,-0.5369171199999995,1.114801043382928,30.01715981481609,0.0,0.0764686952853673,0.0,0,0.0382222222222222,0.0272108843537415,0.0,0.0,0.0,0.0,False,-2.19
2-Hexanone,CCCCC(=O)C,1.0387811634349025,3.013850415512462,-42.43213296398893,0.0,0.0,-0.4516505909760054,20.75449447559788,0.0,0.0600144584976173,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,False,-0.8
1-Chloroheptane,CCCCCCCCl,-0.5103969754253304,1.0056710775047295,-1.7240075614366708,-62.18336483931946,-0.1604313005671074,-0.4310515588636365,168.18222001858592,0.0,-0.0517851456461625,0.0,0,0.0185185185185185,0.0204081632653061,0.0,0.0,0.0,0.0,False,-4.0
Digitoxin,CC1OC(CC(O)C1O)OC2C(O)CC(OC2C)OC8C(O)CC(OC7CCC3(C)C(CCC4C3CCC5(C)C(CCC45O)C6=CC(=O)OC6)C7)OC8C,-12.81154840563056,36.20281528296466,168.57713300775637,-123.30881930479735,-1.3454619867854083,-0.5142446247354291,162.17427922509864,0.0,-0.1377938001347869,0.0,0,0.0267995169082125,0.0270783969018318,0.0154999248695462,0.0134526243157195,0.0095020736882716,0.0075778467697659,False,-5.293
Hexachloroethane,ClC(Cl)(Cl)C(Cl)(Cl)Cl,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.1837586060466196,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,False,-3.67
dimethirimol,CCCCc1c(C)nc(nc1O)N(C)C,-5.018166089965398,-132.61245674740482,-220.5363321799308,58.40830449826989,0.2820197785467117,0.9695627332827648,109.13900051862278,0.0,0.0846369881251955,5.879988336435371,0,0.03125,0.0177551020408163,0.0225694444444444,0.0164609053497942,0.0,0.0,True,-2.24
Ethisterone,CC12CCC(=O)C=C1CCC3C2CCC4(C)C3CCC4(O)C#C,4.367166474432906,43.888888888888935,139.7777777777778,10.222222222222236,-0.3701150449827001,-8.736141490987649,68.9893326880386,0.0,-0.3537920941328278,12.343784214475903,0,0.0358045977011494,0.0320891255052745,0.0204494992441421,0.0153901066599479,0.015134479717813,0.0096248682107267,True,-5.66
"5,6,7,8-tetrahydro-2-naphthol",Oc2ccc1CCCCc1c2,1.3761814744801524,-1.1115311909262795,-15.750472589792068,12.283553875236294,0.0255969905482038,-4.80799513232129,76.19620334184626,0.0,-0.0664031960696858,5.749511833283905,0,0.0208333333333333,0.04,0.0,0.0,0.0,0.0,False,-1.99
1-Hexadecanol,CCCCCCCCCCCCCCCCO,-0.2214532871972319,0.7335640138408346,0.7197231833910083,0.6920415224913521,-0.0080515617070345,-0.5029022934815399,135.5374076812493,0.0,0.0976524589093932,0.0,0,0.0046296296296296,0.0037105751391465,0.003125,0.0027434842249657,0.0025,0.0023612750885478,True,-7.0
"2,2',3,4,5-PCB",Clc1cc(Cl)c(cc1Cl)c2cccc(Cl)c2Cl,-1.2066115702479352,-3.867768595041319,-6.842975206611566,6.247933884297522,0.0573811983471073,-1.758314655524599,20.208890068109568,0.0,-0.1139344050919032,11.126902983393991,0,0.0307017543859649,0.02600583090379,0.0190972222222222,0.010204081632653,0.0,0.0,False,-7.21
d-inositol,OC1C(O)C(O)C(O)C(O)C1O,4.5,-15.0,36.0,0.0,0.0,8.26913498737503,171.72059053028778,0.0,0.1862316399597197,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,False,0.35
Azodrin,CNC(=O)C=C(C)OP(=O)(OC)OC,0.2244897959183678,-168.5357142857143,3.841836734693888,-241.35204081632645,-3.481575141581631,-2.1283395281572948,0.6920773389622833,0.0,0.2633027980792059,0.0,0,0.0303030303030302,0.0226757369614512,0.0089285714285714,0.0,0.0,0.0,True,0.651
Benfluralin,CCCCN(CC)c1c(cc(cc1N(=O)=O)C(F)(F)F)N(=O)=O,-1.1216305062458976,160.4082840236687,46.467455621301774,-194.94082840236683,-5.990234966469431,10.406160080059632,0.2377101673104712,0.0,0.1138736168218201,0.0,0,0.0483024691358024,0.0133834586466165,0.0209354575163398,0.0078735197782816,0.015,0.0,True,-5.53
1-Iodonapthalene,Ic1cccc2ccccc12,2.327160493827161,-615.5555555555557,-86.88888888888893,0.0,0.0,-7.610089011389054,131.0631948969466,0.0,0.0099716562911142,0.0,0,0.0208333333333333,0.0,0.0,0.0,0.0,0.0,False,-4.55
Methyl acrylate,COC(=O)C=C,0.6666666666666664,-6.611111111111109,48.16666666666666,0.0,0.0,-4.254504659460607,22.739739306651224,0.0,-0.0287513802501907,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,False,-0.22
3-Methylphenol,Cc1cccc(O)c1,1.75,-48.890625,48.234375,0.0,0.0,1.4051115156165035,66.35883299722693,0.0,0.0186749499306184,5.749511833283905,0,0.0,0.0,0.0,0.0,0.0,0.0,False,-0.68
metharbital,CCC1(CC)C(=O)NC(=O)N(C)C1=O,7.5,-219.2244897959184,34.97959183673469,0.0,0.0,7.56386248992187,29.23869489978333,0.0,0.0773403757732998,0.0,0,0.0337301587301587,0.0,0.0,0.0,0.0,0.0,True,-2.23
Methaqualone,Cc1ccccc1n3c(C)nc2ccccc2c3=O,-2.5996326905417804,-119.0,-191.0,5.0,0.2340111111111126,-6.264523035265085,15.781590335429296,0.0,0.0689693008613544,5.687386274683562,0,0.0247222222222222,0.0214285714285714,0.0074652777777777,0.0105316200554295,0.0,0.0,True,-2.925
5-(3-Methyl-2-butenyl)-5-isoPrbarbital,O=C1NC(=O)NC(=O)C1(C(C)C)CC=C(C)C,-14.97061224489796,-122.78122448979592,18.698775510204086,321.8971428571429,1.5078246399999995,33.12430481645066,19.64692446520058,0.0,-0.0728727931064927,0.0,0,0.0551470588235294,0.0076020408163265,0.0393518518518518,0.0,0.0,0.0,True,-2.593
Amobarbital,CCC1(CCC(C)C)C(=O)NC(=O)NC1=O,-8.761245674740485,-62.80622837370244,-57.38062283737023,173.3771626297578,0.7853117231833925,18.742662158245277,30.942232579867348,0.0,0.049643806456846,0.0,0,0.0472222222222222,0.0093563579277865,0.0393518518518518,0.0,0.0,0.0,True,-2.468
Buturon,CC(C#C)N(C)C(=O)Nc1ccc(Cl)cc1,-3.4506539833531518,118.75862068965516,-71.22473246135553,104.3400713436385,0.447778211652793,14.386403599141984,22.86952533645436,0.0,0.0313038520380466,12.343784214475903,0,0.0282738095238095,0.0236734693877551,0.0149305555555555,0.0170907869320567,0.011875,0.0,True,-3.9
Benzo(b)fluorene,C1c2ccccc2c3cc4ccccc4cc13,-3.824019024970273,12.901307966706293,-8.263971462544594,-11.920332936979795,-0.0113081046373368,2.821212968831048,121.02751205478609,0.0,0.1880696021066601,11.126902983393991,0,0.0278125,0.010204081632653,0.0062054583738257,0.003188775510204,0.0,0.0,True,-8.04
2-Butoxyethanol,CCCCOCCO,-0.9421487603305788,-15.0,-16.0,-4.0,-0.2324037024793387,2.6826229095357257,74.02559241244155,0.0,0.0141116749994491,0.0,0,0.0185185185185185,0.0204081632653061,0.0,0.0,0.0,0.0,False,-0.42
1-Napthol,Oc1cccc2ccccc12,3.1329639889196663,-41.0,30.0,0.0,0.0,-2.819148890194468,64.23255779134378,0.0,-0.0035665674731065,5.749511833283905,0,0.0208333333333333,0.0,0.0,0.0,0.0,0.0,False,-2.22
2-Methylpropene,CC(=C)C,0.0,0.0,0.0,0.0,0.0,0.0,95.12535357971664,0.0,-0.0506363616034901,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,False,-2.33
"Atovaquone(0,430mg/ml) - neutral",OC4=C(C1CCC(CC1)c2ccc(Cl)cc2)C(=O)c3ccccc3C4=O,0.0197530864197518,-84.76,-151.4888888888889,-61.88000000000003,-0.1596995688888894,-6.407656585722972,127.11641378380725,0.0,-0.155503839415212,0.0,0,0.0305555555555555,0.0216640502354788,0.012863005050505,0.0138573948097757,0.009625,0.0075202410318274,True,-5.931
benzothiazole,c2ccc1scnc1c2,1.2346938775510208,-20.0,32.0,0.0,0.0,0.4622790144082276,147.02830225178494,0.0,-0.006450424215466,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,False,-1.5
Prometon,COc1nc(NC(C)C)nc(NC(C)C)n1,-23.441632653061227,-194.40979591836737,-169.76653061224488,-107.3085714285714,0.529329005714286,18.410834603900547,55.43081740900767,0.0,-0.0999397980350938,6.010464839586836,0,0.0404411764705882,0.0269931972789115,0.015625,0.0,0.0,0.0,True,-2.478
2-Methylpropane,CC(C)C,0.0,0.0,0.0,0.0,0.0,0.0,139.22572963353454,0.0,0.0402860278433508,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,False,-2.55
"1,2,4-Trichlorobenzene",Clc1ccc(Cl)c(Cl)c1,0.0,70.75,0.0,0.0,0.0,3.168078471566439,83.4803192872681,0.0,-0.1007060929113564,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,False,-3.59
Pebulate,CCCCN(CC)C(=O)SCCC,-5.003460207612456,-195.0553633217993,-138.2318339100346,74.69550173010379,0.2875336963667815,0.2735001513262274,16.704649455891836,0.0,0.0086409333189175,0.0,0,0.0202020202020202,0.010204081632653,0.0078125,0.0123456790123456,0.0,0.0,True,-3.53
phenylbutazone,CCCCC1C(=O)N(N(C1=O)c2ccccc2)c3ccccc3,-19.99945916711736,-42.09734991887509,-233.1568415359654,-70.65332612222821,0.2196752363439665,19.389646720994413,12.331199476295112,0.0,0.1554351317978862,0.0,0,0.0245833333333333,0.0097999199679871,0.0086805555555555,0.006982687254796,0.0073214285714285,0.0123456790123456,True,-3.81
methyl nicotinate,COC(=O)c1cccnc1,0.8304498269896184,-43.99653979238754,-8.114186851211066,31.401384083044988,0.1502119307958473,-12.415754728263744,26.37481926060628,0.0,-0.0116456613799537,0.0,0,0.0381944444444444,0.04,0.0,0.0,0.0,0.0,False,-0.46
Cyclooctyl-5-spirobarbituric acid,O=C2NC(=O)C1(CCCCCCC1)C(=O)N2,1.359375,-25.125,-71.75,-19.3125,-0.5362308281250001,-10.061340721879471,42.89284601893919,0.0,0.1846608102623221,0.0,0,0.0218253968253968,0.03,0.015625,0.0204081632653061,0.0,0.0,True,-2.982
1-Bromopropane,CCCBr,0.0,0.0,0.0,0.0,0.0,0.0,107.34941337472492,0.0,0.0215875338375128,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,False,-1.73
3-Methylbutan-1-ol,CC(C)CCO,0.2962962962962965,-26.07407407407408,18.96296296296296,0.0,0.0,5.872933100817939,69.11476585886454,0.0,0.0045237896429123,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,False,-0.51
2-Propanol,CC(C)O,0.0,0.0,0.0,0.0,0.0,0.0,55.919437893239625,0.0,-0.0481700833612773,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,False,0.43
"2,4-Dimethyl-3-pentanone",CC(C)C(=O)C(C)C,2.6776859504132227,-97.88429752066112,131.20661157024796,0.0,0.0,-21.820167808198494,12.21061158287922,0.0,0.0702657226648023,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,False,-1.3
menthol,CC(C)C1CCC(C)CC1O,0.2861602497398524,-106.7950052029136,82.08844953173781,60.8553590010406,0.1268129781477623,1.9712309540545028,50.77067955307002,0.0,0.0956845276960889,0.0,0,0.0787037037037037,0.0,0.0,0.0,0.0,0.0,False,-2.53
Lenacil,O=c2[nH]c1CCCc1c(=O)n2C3CCCCC3,-8.479999999999999,-158.60000000000005,-225.6800000000001,50.000000000000014,0.5972269387755088,17.33525296446142,26.90107003945355,0.0,-0.3657991178711289,0.0,0,0.0231481481481481,0.017490551776266,0.0078184051398337,0.0047831632653061,0.0,0.0,True,-4.594
Deoxycorticosterone,CC12CCC3C(CCC4=CC(=O)CCC34C)C2CCC1C(=O)CO,7.333333333333333,-36.22222222222219,94.66666666666671,77.88888888888889,-0.16956538271605,-22.569001606201848,178.65515745870144,0.0,-0.0145658518375024,0.0,0,0.0320959595959595,0.0288344671201814,0.0201955782312925,0.017602565717645,0.0087219416386083,0.0132027344148556,True,-3.45
9-anthrol,c3ccc2c(O)c1ccccc1cc2c3,0.3760000000000001,-68.5728,-23.096,33.26400000000001,0.0863968639999999,-0.7328509698201019,71.84222056110382,0.0,0.0453738289827576,5.749511833283905,0,0.0196759259259259,0.0130612244897959,0.0,0.0,0.0,0.0,True,-4.73
Dioxacarb,CNC(=O)Oc1ccccc1C2OCCO2,-6.816884661117714,-60.24970273483945,-122.0535077288942,-52.863258026159386,-1.406783305588584,-21.333479770242946,17.71888303617042,0.0,0.0204164412018386,5.749511833283905,0,0.0225,0.0178894121751264,0.0156300615484288,0.0156249999999999,0.0,0.0,True,-1.57
Secobarbital,O=C1NC(=O)NC(=O)C1(C(C)CCC)CC=C,-1.3306122448979567,-191.80897959183676,-89.00408163265307,5.999183673469375,-0.2039694987755101,-5.188083452941084,31.753905720740235,0.0,-0.0869598848226669,0.0,0,0.0303362573099415,0.0202597402597402,0.0147569444444444,0.0,0.0,0.0,True,-2.356
Isopropylbenzene,CC(C)c1ccccc1,1.2857142857142865,-20.40816326530613,10.714285714285712,0.0,0.0,-4.46278586812166,137.2185214650152,0.0,-0.087022408837468,0.0,0,0.0625,0.0,0.0,0.0,0.0,0.0,False,-3.27
RTI 17,CCN2c1ccccc1N(C)C(=S)c3cccnc23,-4.977508650519028,-236.5051903114187,-280.5951557093426,207.40484429065745,0.399312918685122,-5.337260074911296,36.54806792035515,0.0,0.1440725374114896,0.0,1,0.0255172413793103,0.0175893947322518,0.0049130763416477,0.0,0.0,0.0,True,-4.706
